aff,parent
"Universitätsklinik für Kinder- und Jugendheilkunde, Medizinische Universität Wien, Vienna, Austria.",Medizinische Universität Wien]AT
"Department of Pathology, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Division of Transplantation, Department of General Surgery, Medical University of Vienna, Vienna, Austria. Electronic address: thomas.wekerle@meduniwien.ac.at.",Medical University of Vienna]AT
"Clinical Division of Nephrology and Dialysis , Department of Internal Medicine III , Medical University of Vienna, Vienna , Austria.",Medical University of Vienna]AT
"Boehringer Ingelheim RCV GmbH and Co. KG, Vienna, Austria.",Boehringer Ingelheim KG]DE
"Division of Nephrology and Dialysis, Department of Internal Medicine III, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Department of Surgery, Division of Visceral Surgery, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Department of Physiology and Pathophysiology, Johannes Kepler University Linz, Linz, Austria.",Johannes Kepler University]AT
"Department of Surgery, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Medical University of Innsbruck, Institute of Genetic Epidemiology, Innsbruck, Austria.",Medical University of Innsbruck]AT
"Department of Blood Group Serology and Transfusion Medicine, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Division of Nephrology and Dialysis, Department of Medicine III, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Division of Transplantation, Department of General Surgery, Medical University of Vienna, Vienna, Austria.",Medical University of Vienna]AT
"Department of Internal Medicine IV, Nephrology and Hypertension, Medical University Innsbruck, Innsbruck, Austria.",Medical University of Innsbruck]AT
"Department of Medicine, Auckland University, Auckland, New Zealand.",University of Auckland]NZ
"Eastern Institute of Technology, Napier, New Zealand.",Eastern Institute of Technology]NZ
"Department of Pediatric Gastroenterology, Starship Child Health, University of Auckland, Auckland, New Zealand.",University of Auckland]NZ
"Middlemore Hospital, Otahuhu, Auckland, New Zealand.",University of Auckland]NZ
"Biochemistry Department, University of Otago, Dunedin, South Island, New Zealand.",University of Otago]NZ
"Department of Renal Medicine, Auckland City Hospital, Auckland, New Zealand",University of Auckland]NZ
"Department of Medicine, University of Otago, Christchurch, New Zealand.",University of Otago]NZ
"School of Psychology, Universidad Panamericana, Benito Juárez, Mexico City, Mexico.",Universidad Panamericana]MX
"National Medical Science and Nutrition Institute Salvador Zubirán, Mexico City, Mexico.",Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán]MX
"Department of Nephrology, Instituto Nacional de Cardiología Ignacio Chávez, Mexico City, Mexico.",Instituto Nacional de Cardiología Ignacio Chávez]MX
"Unidad de Investigación UNAM-INCICH, Instituto Nacional de Cardiología Ignacio Chávez and Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Mexico City, Mexico.",Instituto Nacional de Cardiología Ignacio Chávez]MX
"CHRISTUS-LatAm Hub Excellence & Innovation Center, Monterrey, Mexico.",CHRISTUS]MX
"Department of Nephrology and Mineral Metabolism, Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, Mexico.",Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán]MX
"National Institutes of Medical Sciences and Nutrition Salvador Zubiran, Mexico City, Mexico",Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán]MX
"Nutrition Division, Department of Nutrition Physiology, Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, Mexico.",Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán]MX
"Department of Cognitive Neuroscience, Instituto de Fisiología Celular, Universidad Nacional Autónoma de México, Mexico City, Mexico.",Universidad Nacional Autónoma de México]MX
"Life Sciences, Charles River Associates, Mexico City, Mexico.",CRA Inc]US
"Department of Molecular Biology, Instituto Nacional de Cardiología Ignacio Chávez, Mexico City, Mexico.",Instituto Nacional de Cardiología Ignacio Chávez]MX
"Departments of Immunology and Rheumatology, Nephrology and Mineral Metabolism, Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, Mexico.",Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán]MX
"Department of Immunology, Transplant Medicine and Internal Diseases, Medical University of Warsaw, Warsaw, Poland.",University of Warsaw]PL
"Department of Pediatric Nephrology, Medical University of Lublin, Lublin, Poland.",Medical University of Lublin]PL
"Department of Pediatrics, Faculty of Medical Science in Zabrze, Medical University of Silesia, Katowice, Poland.",Medical University of Silesia]PL
"Pomeranian Medical University of Szczecin, Szczecin, Poland.",Pomeranian Medical University]PL
"Jagiellonian University Medical College of Krakow, Krakow, Poland.",Jagiellonian University]PL
"Department of Nephrology, Kidney Transplantation and Arterial Hypertension, Children's Memorial Health Institute, Warsaw, Poland.",Children's Memorial Health Institute]PL
"Department of Pediatric Nephrology and Hypertension, Jagiellonian University Medical College, Kraków, Poland.",Jagiellonian University]PL
"Department of Pediatrics, Nephrology and Hypertension, Medical University of Gdańsk, Gdańsk, Poland.",Medical University of Gdansk]PL
"Department of Liver Disorders and Transplantation, The Children's Memorial Health Institute, Warsaw, Poland.",Children's Memorial Health Institute]PL
"Department of Pediatric Surgery and Transplantation, The Children's Memorial Health Institute, Warsaw, Poland.",Children's Memorial Health Institute]PL
"Polish Registry of Congenital Malformations, Chair and Department of Medical Genetics, University of Medical Sciences, Poznan, Poland.",Adam Mickiewicz University]PL
"Department of Nephrology and Transplantation Medicine, Wroclaw Medical University, Wroclaw, Poland.",Wroclaw Medical University]PL
"Department of Pediatrics, Faculty of Medical Science in Zabrze, Medical University of Silesia, Katowice, Poland",Medical University of Silesia]PL
"Department of Pediatric Nephrology and Hypertension, Jagiellonian University Medical College, Krakow, Poland.",Jagiellonian University]PL
"Department of Pediatrics and Nephrology, Medical University of Warsaw, Warsaw, Poland.",University of Warsaw]PL
"Department of Pediatrics, University of Zielona Góra, Zielona Góra, Poland.",University of Zielona Góra]PL
"Department of Clinical Interventions, Department of Nephrology and Kidney Transplantation SPWSZ Hospital, Pomeranian Medical University, Szczecin, Poland.",Pomeranian Medical University]PL
"Department of Immunology, Transplantology and Internal Diseases, Medical University of Warsaw, Warsaw, Poland.",University of Warsaw]PL
"Institute of Heart Diseases, Wrocław Medical University, and Institute of Heart Diseases, University Hospital, Wrocław, Poland.",Wroclaw Medical University]PL
"Department of Pediatrics, FMS in Zabrze, Medical University of Silesia, Katowice, Poland.",Medical University of Silesia]PL
"Department of Pathology, Medical University of Warsaw, Warsaw, Poland.",University of Warsaw]PL
"Department of Medicine, King Khalid University Hospital, Riyadh, Saudi Arabia",King Khalid University]SA
"Aliasghar Children's Hospital, Department of Pediatrics, School of Medicine, Iran University of Medical Sciences, Tehran, Iran.",Iran University of Medical Sciences]IR
"Department of Plastic and Reconstructive Surgery, Akdeniz University School of Medicine, Antalya, Turkey.",Akdeniz University]TR
"Research Center for Translational Medicine, Koc University Hospital, Istanbul, Turkey.",Koc University]TR
"Cerrahpaşa Faculty of Medicine, Department of Pediatric Nephrology, Istanbul University-Cerrahpaşa, Istanbul, Turkey.",Istanbul University]TR
"Organ Transplant Center of Excellence, King Faisal Specialist Hospital and Research Centre, Riyadh, Saudi Arabia.",Alfaisal University]SA
"Department of Plastic Surgery, Cleveland Clinic Abu Dhabi, Abu Dhabi, United Arab Emirates.",Case Western Reserve University]US
"International Liver Center, Acibadem Healthcare Hospitals, Turkey.",Acibadem]TR
"College of Medicine, King Saud University, Riyadh, Saudi Arabia.",King Saud University]SA
"Department of Medicine, Division of Nephrology, College of Medicine, King Saud University, Riyadh, Saudi Arabia",King Saud University]SA
"Department of General Surgery and Organ Transplantation Bahcesehir University School of Medicine, Istanbul, Turkey.",Bahcesehir University]TR
"Golestan Research Center of Gastroenterology and Hepatology, Golestan University of Medical Sciences, Sayyad Shirazi Hospital, Gorgan, Iran.",Golestan University of Medical Sciences]IR
"Department of Nephrology, Faculty of Medicine, Suleyman Demirel University, Isparta, Turkey",Suleyman Demirel University]TR
"Digestive Diseases Research Institute, Tehran University of Medical, Sciences, Tehran, Iran.",Tehran University]IR
"Pediatric Nephrology, Dubai Medical College & Mohammed Bin Rashid University of Medicine and Health Sciences, Dubai, United Arab Emirates.",Mohammed Bin Rashid University]AE
"Transplant Immunology Research Center of Excellence, Koç University Hospital, Istanbul, Turkey.",Koc University]TR
"Pharmaceutical Research Center, Jordan University of Science and Technology, Irbid, Jordan.",University of Science and Technology]SD
"Department of Physiology and Biophysics, Weill Cornell Medical College in Qatar, Doha, Qatar.",Cornell University]US
"Division of Nephrology, Bursa Uludağ University School of Medicine, Bursa, Turkey.",Uludağ University]TR
"Nephrology - Medical Affairs, Al Jalila Children's Hospital, Dubai, United Arab Emirates.",Al Jalila Children's]AE
"King Faisal Specialist Hospital and Research Centre, Riyadh, Saudi Arabia.",Alfaisal University]SA
"Department of Pediatric Nephrology, Faculty of Medicine, Gazi University, Ankara, Turkey.",Gazi University]TR
"Nephrology Service and Kidney Transplant Unit, Hospital Británico de Buenos Aires, Buenos Aires, Argentina.",University of Buenos Aires]AR
"Institute for Immunological and Physiopathological Studies (IIFP-CONICET-UNLP), National University of La Plata, Buenos Aires, Argentina.",National University of La Plata]AR
"Kidney/Pancreas Transplant Program, Instituto de Trasplantes y Alta Complejidad (ITAC - Nephrology), Buenos Aires, Argentina.",ITAC]AR
"Centro de Diagnostico Patologico, Buenos Aires, Argentina.",Centro de Diagnostico Patologico]AR
"Department of Nephrology, Hospital Pediátrico Humberto J Notti, Mendoza, Argentina.",Government of Mendoza]AR
"Nephrology Department, Hospital de Niños ""Superiora Sor Maria Ludovica,"" La Plata, Argentina.",Hospital de Niños]AR
"Hospital Italiano de Buenos Aires, Buenos Aires, Argentina.",Instituto Universitario Hospital Italiano de Buenos Aires]AR
"Program in Health Services and Systems Research, Duke-NUS Medical School, Singapore, Singapore.",National University of Singapore]SG
"Singhealth Duke-NUS Transplant Centre, Singapore.",National University of Singapore]SG
"Genome Institute of Singapore, Agency for Science, Technology and Research, Singapore, Singapore.","Agency for Science, Technology and Research]SG"
"The Kidney and Transplant Practice, Mount Elizabeth Novena Hospital, Singapore.",Parkway Health Ltd]SG
"Division of Hepatobiliary and Pancreatic Surgery, Department of Surgery, National University of Singapore, Singapore.",National University of Singapore]SG
"Department of Renal Medicine, Singapore General Hospital, Singapore.",National University of Singapore]SG
"Institute of Mental Health, Singapore, Singapore.",National Healthcare Group]SG
"Program in Health Services and Systems Research, Duke-NUS Medical School, Singapore.",National University of Singapore]SG
"Department of Infectious Diseases, Singapore General Hospital, Singapore.",National University of Singapore]SG
"Duke-NUS Medical School, Singapore, Singapore.",National University of Singapore]SG
"Department of Family Medicine and Continuing Care, Singapore General Hospital, Singapore.",National University of Singapore]SG
"Singapore Eye Research Institute, Singapore, Singapore.",National University of Singapore]SG
"Department of Molecular Pathology, Singapore General Hospital, Singapore.",National University of Singapore]SG
