,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"The George Institute for Global Health, UNSW Sydney, Sydney, New South Wales, Australia.","{'entity_group': 'ORG', 'score': 0.9999871, 'word': 'The George Institute for Global Health', 'start': 0, 'end': 38}","{'entity_group': 'ORG', 'score': 0.9979552, 'word': 'UNSW', 'start': 40, 'end': 44}","{'entity_group': 'LOC', 'score': 0.55425334, 'word': 'Sydney', 'start': 45, 'end': 51}","{'entity_group': 'LOC', 'score': 0.9999918, 'word': 'Sydney', 'start': 53, 'end': 59}","{'entity_group': 'LOC', 'score': 0.99999166, 'word': 'New South Wales', 'start': 61, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99999547, 'word': 'Australia', 'start': 78, 'end': 87}",,,,,,,,,
"New York Blood Center Enterprises, Immunohematology and Genomics, New York, New York, USA.","{'entity_group': 'ORG', 'score': 0.99922836, 'word': 'New York Blood Center Enterprises, Immunohematology and Genomics', 'start': 0, 'end': 64}","{'entity_group': 'LOC', 'score': 0.99999136, 'word': 'New York', 'start': 66, 'end': 74}","{'entity_group': 'LOC', 'score': 0.99998945, 'word': 'New York', 'start': 76, 'end': 84}","{'entity_group': 'LOC', 'score': 0.99996805, 'word': 'USA', 'start': 86, 'end': 89}","{'entity_group': 'ORG', 'score': 0.8418626, 'word': '.', 'start': 89, 'end': 90}",,,,,,,,,,
"Department of Pathology, University of Manitoba, Winnipeg, Canada.","{'entity_group': 'ORG', 'score': 0.94824344, 'word': 'Department', 'start': 0, 'end': 10}","{'entity_group': 'ORG', 'score': 0.9714638, 'word': 'Pathology', 'start': 14, 'end': 23}","{'entity_group': 'ORG', 'score': 0.9999369, 'word': 'University of Manitoba', 'start': 25, 'end': 47}","{'entity_group': 'LOC', 'score': 0.9999055, 'word': 'Winnipeg', 'start': 49, 'end': 57}","{'entity_group': 'LOC', 'score': 0.9999932, 'word': 'Canada', 'start': 59, 'end': 65}",,,,,,,,,,
"Columbia University Irving Medical Center, New York, New York.","{'entity_group': 'ORG', 'score': 0.982208, 'word': 'Columbia University', 'start': 0, 'end': 19}","{'entity_group': 'LOC', 'score': 0.98830223, 'word': 'Irving Medical Center', 'start': 20, 'end': 41}","{'entity_group': 'LOC', 'score': 0.9999921, 'word': 'New York', 'start': 43, 'end': 51}","{'entity_group': 'LOC', 'score': 0.9999855, 'word': 'New York', 'start': 53, 'end': 61}",,,,,,,,,,,
"The George Institute for Global Health, University of New South Wales, New South Wales, Australia","{'entity_group': 'ORG', 'score': 0.9987053, 'word': 'The George Institute for Global Health', 'start': 0, 'end': 38}","{'entity_group': 'ORG', 'score': 0.93203634, 'word': 'University of New South Wales,', 'start': 40, 'end': 70}","{'entity_group': 'LOC', 'score': 0.9999933, 'word': 'New South Wales', 'start': 71, 'end': 86}","{'entity_group': 'LOC', 'score': 0.99999523, 'word': 'Australia', 'start': 88, 'end': 97}",,,,,,,,,,,
"Northwest Kidney Centers, Seattle, Washington.","{'entity_group': 'ORG', 'score': 0.9998176, 'word': 'Northwest Kidney Centers', 'start': 0, 'end': 24}","{'entity_group': 'LOC', 'score': 0.99993, 'word': 'Seattle', 'start': 26, 'end': 33}","{'entity_group': 'LOC', 'score': 0.99997807, 'word': 'Washington', 'start': 35, 'end': 45}",,,,,,,,,,,,
"Division of Cardiovascular and Clinical Epidemiology, Johns Hopkins University, Baltimore, Maryland.","{'entity_group': 'ORG', 'score': 0.9975151, 'word': 'Division of Cardiovascular and Clinical Epidemiology', 'start': 0, 'end': 52}","{'entity_group': 'ORG', 'score': 0.9996617, 'word': 'Johns Hopkins University', 'start': 54, 'end': 78}","{'entity_group': 'LOC', 'score': 0.9999832, 'word': 'Baltimore', 'start': 80, 'end': 89}","{'entity_group': 'LOC', 'score': 0.9999857, 'word': 'Maryland', 'start': 91, 'end': 99}","{'entity_group': 'ORG', 'score': 0.5845645, 'word': '.', 'start': 99, 'end': 100}",,,,,,,,,,
"China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, People's Republic of China. Electronic address: wanganxin@bjtth.org.","{'entity_group': 'ORG', 'score': 0.9997823, 'word': 'China National Clinical Research Center for Neurological Diseases', 'start': 0, 'end': 65}","{'entity_group': 'LOC', 'score': 0.9998165, 'word': 'Beijing Tiantan Hospital', 'start': 67, 'end': 91}","{'entity_group': 'LOC', 'score': 0.9915784, 'word': 'Capital Medical University', 'start': 93, 'end': 119}","{'entity_group': 'LOC', 'score': 0.9999939, 'word': 'Beijing', 'start': 121, 'end': 128}","{'entity_group': 'LOC', 'score': 0.999965, 'word': ""People's Republic of China"", 'start': 130, 'end': 156}","{'entity_group': 'PER', 'score': 0.7959141, 'word': 'wanganxin', 'start': 178, 'end': 187}","{'entity_group': 'ORG', 'score': 0.9988616, 'word': 'bjtth', 'start': 188, 'end': 193}","{'entity_group': 'ORG', 'score': 0.6879402, 'word': '.', 'start': 197, 'end': 198}",,,,,,,
"Department of Clinical Physiology and Nuclear Medicine, Centre for Functional and Diagnostic Imaging and Research, Copenhagen University Hospital Amager and Hvidovre, Hvidovre.","{'entity_group': 'ORG', 'score': 0.99951047, 'word': 'Department of Clinical Physiology and Nuclear Medicine', 'start': 0, 'end': 54}","{'entity_group': 'ORG', 'score': 0.99829423, 'word': 'Centre for Functional and Diagnostic Imaging and Research', 'start': 56, 'end': 113}","{'entity_group': 'ORG', 'score': 0.90125567, 'word': 'Copenhagen University Hospital', 'start': 115, 'end': 145}","{'entity_group': 'LOC', 'score': 0.98426414, 'word': 'Amager and Hvidovre', 'start': 146, 'end': 165}","{'entity_group': 'LOC', 'score': 0.9998029, 'word': 'Hvidovre', 'start': 167, 'end': 175}",,,,,,,,,,
"University of Aberdeen, Aberdeen, Scotland, United Kingdom.","{'entity_group': 'ORG', 'score': 0.9999832, 'word': 'University of Aberdeen', 'start': 0, 'end': 22}","{'entity_group': 'LOC', 'score': 0.9999959, 'word': 'Aberdeen', 'start': 24, 'end': 32}","{'entity_group': 'LOC', 'score': 0.99999726, 'word': 'Scotland', 'start': 34, 'end': 42}","{'entity_group': 'LOC', 'score': 0.9999967, 'word': 'United Kingdom', 'start': 44, 'end': 58}",,,,,,,,,,,
"Liver Unit, Birmingham Children's Hospital NHS Foundation Trust, Birmingham, United Kingdom.","{'entity_group': 'LOC', 'score': 0.9996637, 'word': ""Birmingham Children's Hospital"", 'start': 12, 'end': 42}","{'entity_group': 'ORG', 'score': 0.99987555, 'word': 'NHS Foundation Trust', 'start': 43, 'end': 63}","{'entity_group': 'LOC', 'score': 0.9999883, 'word': 'Birmingham', 'start': 65, 'end': 75}","{'entity_group': 'LOC', 'score': 0.9999959, 'word': 'United Kingdom', 'start': 77, 'end': 91}",,,,,,,,,,,
"Klinik für Herz-, Thorax-, und Gefäßchirurgie, Deutsches Herzzentrum der Charité, Berlin, Germany","{'entity_group': 'ORG', 'score': 0.68275034, 'word': 'Klinik für Herz-, Thorax', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.57386816, 'word': 'Ge', 'start': 31, 'end': 33}","{'entity_group': 'ORG', 'score': 0.92444295, 'word': 'chirurgi', 'start': 36, 'end': 44}","{'entity_group': 'ORG', 'score': 0.96379596, 'word': 'Deutsches Herzzentrum der Charité', 'start': 47, 'end': 80}","{'entity_group': 'LOC', 'score': 0.99998343, 'word': 'Berlin', 'start': 82, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99999154, 'word': 'Germany', 'start': 90, 'end': 97}",,,,,,,,,
"Department of Hepatobiliary Surgery, the First Affiliated Hospital of Chongqing Medical University, Chongqing, People's Republic of China. Electronic address: zongkezhen23@163.com.","{'entity_group': 'ORG', 'score': 0.7790503, 'word': 'Department of Hepatobiliary Surgery', 'start': 0, 'end': 35}","{'entity_group': 'ORG', 'score': 0.49939936, 'word': 'First', 'start': 41, 'end': 46}","{'entity_group': 'LOC', 'score': 0.5011277, 'word': 'Affiliate', 'start': 47, 'end': 56}","{'entity_group': 'LOC', 'score': 0.7815148, 'word': 'Hospital', 'start': 58, 'end': 66}","{'entity_group': 'ORG', 'score': 0.77060986, 'word': 'of Chong', 'start': 67, 'end': 75}","{'entity_group': 'LOC', 'score': 0.6349406, 'word': 'qing', 'start': 75, 'end': 79}","{'entity_group': 'ORG', 'score': 0.90818036, 'word': 'Medical University', 'start': 80, 'end': 98}","{'entity_group': 'LOC', 'score': 0.99999493, 'word': 'Chongqing', 'start': 100, 'end': 109}","{'entity_group': 'LOC', 'score': 0.9999852, 'word': ""People's Republic of China"", 'start': 111, 'end': 137}","{'entity_group': 'PER', 'score': 0.5801873, 'word': 'zong', 'start': 159, 'end': 163}",,,,,
"Department of Medicine, University of California-San Francisco, San Francisco, California. Electronic address: chi.chu@ucsf.edu.","{'entity_group': 'ORG', 'score': 0.997655, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9986117, 'word': 'University of California-San Francisco', 'start': 24, 'end': 62}","{'entity_group': 'LOC', 'score': 0.9999773, 'word': 'San Francisco', 'start': 64, 'end': 77}","{'entity_group': 'LOC', 'score': 0.9999869, 'word': 'California', 'start': 79, 'end': 89}","{'entity_group': 'PER', 'score': 0.99804676, 'word': 'chi', 'start': 111, 'end': 114}","{'entity_group': 'PER', 'score': 0.9961358, 'word': 'chu', 'start': 115, 'end': 118}","{'entity_group': 'ORG', 'score': 0.92893827, 'word': 'ucsf.edu', 'start': 119, 'end': 127}",,,,,,,,
"Institute for Better Health, Trillium Health Partners, Mississauga, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.9999953, 'word': 'Institute for Better Health', 'start': 0, 'end': 27}","{'entity_group': 'ORG', 'score': 0.99998266, 'word': 'Trillium Health Partners', 'start': 29, 'end': 53}","{'entity_group': 'LOC', 'score': 0.9999912, 'word': 'Mississauga', 'start': 55, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9999857, 'word': 'Ontario', 'start': 68, 'end': 75}","{'entity_group': 'LOC', 'score': 0.99999464, 'word': 'Canada', 'start': 77, 'end': 83}",,,,,,,,,,
"Liver Unit, Ciberehd, Instituto de Investigación Sanitaria La Fe, Hospital Universitario y Politécnico La Fe, Universidad Valencia, Valencia, Spain.","{'entity_group': 'ORG', 'score': 0.99998885, 'word': 'Liver Unit', 'start': 0, 'end': 10}","{'entity_group': 'ORG', 'score': 0.9999788, 'word': 'Ciberehd', 'start': 12, 'end': 20}","{'entity_group': 'ORG', 'score': 0.9998445, 'word': 'Instituto de Investigación Sanitaria La Fe', 'start': 22, 'end': 64}","{'entity_group': 'LOC', 'score': 0.5602689, 'word': 'Hospital', 'start': 66, 'end': 74}","{'entity_group': 'ORG', 'score': 0.899362, 'word': 'Universitario y Politécnico', 'start': 75, 'end': 102}","{'entity_group': 'LOC', 'score': 0.9486075, 'word': 'La Fe', 'start': 103, 'end': 108}","{'entity_group': 'ORG', 'score': 0.9999303, 'word': 'Universidad Valencia', 'start': 110, 'end': 130}","{'entity_group': 'LOC', 'score': 0.99998677, 'word': 'Valencia', 'start': 132, 'end': 140}","{'entity_group': 'LOC', 'score': 0.9999919, 'word': 'Spain', 'start': 142, 'end': 147}",,,,,,
"Amsterdam Public Health Research Institute, Quality of Care, Amsterdam.","{'entity_group': 'ORG', 'score': 0.9999963, 'word': 'Amsterdam Public Health Research Institute', 'start': 0, 'end': 42}","{'entity_group': 'ORG', 'score': 0.99875027, 'word': 'Quality of Care', 'start': 44, 'end': 59}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'Amsterdam', 'start': 61, 'end': 70}","{'entity_group': 'ORG', 'score': 0.8733736, 'word': '.', 'start': 70, 'end': 71}",,,,,,,,,,,
"Children's Hospital at Montefiore, Albert Einstein College of Medicine, Bronx, New York.","{'entity_group': 'LOC', 'score': 0.9897694, 'word': ""Children's Hospital at Montefiore"", 'start': 0, 'end': 33}","{'entity_group': 'LOC', 'score': 0.9954298, 'word': 'Albert Einstein College of Medicine', 'start': 35, 'end': 70}","{'entity_group': 'LOC', 'score': 0.9999114, 'word': 'Bronx', 'start': 72, 'end': 77}","{'entity_group': 'LOC', 'score': 0.902586, 'word': 'New York.', 'start': 79, 'end': 88}",,,,,,,,,,,
"Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada. Electronic address: mjames@ucalgary.ca.","{'entity_group': 'ORG', 'score': 0.90485066, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'LOC', 'score': 0.946591, 'word': 'Cumming School of Medicine', 'start': 24, 'end': 50}","{'entity_group': 'ORG', 'score': 0.99830496, 'word': 'University of Calgary', 'start': 52, 'end': 73}","{'entity_group': 'LOC', 'score': 0.9999644, 'word': 'Calgary', 'start': 75, 'end': 82}","{'entity_group': 'LOC', 'score': 0.9999212, 'word': 'Alberta', 'start': 84, 'end': 91}","{'entity_group': 'LOC', 'score': 0.9999844, 'word': 'Canada', 'start': 93, 'end': 99}","{'entity_group': 'PER', 'score': 0.9990177, 'word': 'mjames', 'start': 121, 'end': 127}","{'entity_group': 'ORG', 'score': 0.93326586, 'word': 'ucalgary', 'start': 128, 'end': 136}","{'entity_group': 'ORG', 'score': 0.7532166, 'word': 'ca', 'start': 137, 'end': 139}",,,,,,
"Department of Pathology, Medical University of Warsaw, Warsaw, Poland.","{'entity_group': 'ORG', 'score': 0.94527036, 'word': 'Department', 'start': 0, 'end': 10}","{'entity_group': 'ORG', 'score': 0.98353887, 'word': 'Pathology', 'start': 14, 'end': 23}","{'entity_group': 'ORG', 'score': 0.9995562, 'word': 'Medical University of Warsaw', 'start': 25, 'end': 53}","{'entity_group': 'LOC', 'score': 0.99999547, 'word': 'Warsaw', 'start': 55, 'end': 61}","{'entity_group': 'LOC', 'score': 0.99999666, 'word': 'Poland', 'start': 63, 'end': 69}",,,,,,,,,,
"Unidad de Criobiología-Establecimiento de Tejidos, Complejo Hospitalario Universitario A Coruña, A Coruña, Spain.","{'entity_group': 'ORG', 'score': 0.94269246, 'word': 'Un', 'start': 0, 'end': 2}","{'entity_group': 'ORG', 'score': 0.9322656, 'word': 'de Criobiología-Establecimiento de Tejidos', 'start': 7, 'end': 49}","{'entity_group': 'LOC', 'score': 0.9628201, 'word': 'Complejo Hospitalario Universitario A Coruña', 'start': 51, 'end': 95}","{'entity_group': 'LOC', 'score': 0.99993956, 'word': 'A Coruña', 'start': 97, 'end': 105}","{'entity_group': 'LOC', 'score': 0.999985, 'word': 'Spain', 'start': 107, 'end': 112}",,,,,,,,,,
"Center for Infectious Diseases, Virology, University of Heidelberg, Heidelberg, Germany.","{'entity_group': 'ORG', 'score': 0.99896735, 'word': 'Center for Infectious Diseases, Virology', 'start': 0, 'end': 40}","{'entity_group': 'ORG', 'score': 0.99980074, 'word': 'University of Heidelberg', 'start': 42, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9995254, 'word': 'Heidelberg', 'start': 68, 'end': 78}","{'entity_group': 'LOC', 'score': 0.99999595, 'word': 'Germany', 'start': 80, 'end': 87}","{'entity_group': 'ORG', 'score': 0.9314045, 'word': '.', 'start': 87, 'end': 88}",,,,,,,,,,
"Steno Diabetes Center Copenhagen, Herlev, Denmark.","{'entity_group': 'ORG', 'score': 0.979877, 'word': 'Steno Diabetes Center Copenhagen', 'start': 0, 'end': 32}","{'entity_group': 'LOC', 'score': 0.99997, 'word': 'Herlev', 'start': 34, 'end': 40}","{'entity_group': 'LOC', 'score': 0.99999666, 'word': 'Denmark', 'start': 42, 'end': 49}",,,,,,,,,,,,
"Department of Pharmacy, London Health Sciences Centre, London, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.93498325, 'word': 'Department of Pharmacy', 'start': 0, 'end': 22}","{'entity_group': 'LOC', 'score': 0.971562, 'word': 'London Health Sciences Centre', 'start': 24, 'end': 53}","{'entity_group': 'LOC', 'score': 0.9999963, 'word': 'London', 'start': 55, 'end': 61}","{'entity_group': 'LOC', 'score': 0.9999875, 'word': 'Ontario', 'start': 63, 'end': 70}","{'entity_group': 'LOC', 'score': 0.9999937, 'word': 'Canada', 'start': 72, 'end': 78}",,,,,,,,,,
"University of Toronto, Toronto, Canada.","{'entity_group': 'ORG', 'score': 0.9999549, 'word': 'University of Toronto', 'start': 0, 'end': 21}","{'entity_group': 'LOC', 'score': 0.99993455, 'word': 'Toronto', 'start': 23, 'end': 30}","{'entity_group': 'LOC', 'score': 0.9999958, 'word': 'Canada', 'start': 32, 'end': 38}",,,,,,,,,,,,
"Department of Microbiology and Immunology, Sidney Kimmel Medical College, Thomas Jefferson University, Philadelphia, Pennsylvania, USA.","{'entity_group': 'ORG', 'score': 0.9947017, 'word': 'Department of Microbiology and Immunology', 'start': 0, 'end': 41}","{'entity_group': 'LOC', 'score': 0.76776046, 'word': 'Sidney Kimmel Medical College', 'start': 43, 'end': 72}","{'entity_group': 'ORG', 'score': 0.99589616, 'word': 'Thomas Jefferson University', 'start': 74, 'end': 101}","{'entity_group': 'LOC', 'score': 0.99976176, 'word': 'Philadelphia', 'start': 103, 'end': 115}","{'entity_group': 'LOC', 'score': 0.9999311, 'word': 'Pennsylvania', 'start': 117, 'end': 129}","{'entity_group': 'LOC', 'score': 0.9999635, 'word': 'USA', 'start': 131, 'end': 134}",,,,,,,,,
"Department of Endocrinology, Xiangya Hospital, Central South University, Changsha, Hunan, China.","{'entity_group': 'ORG', 'score': 0.9110425, 'word': 'Department of Endocrinology', 'start': 0, 'end': 27}","{'entity_group': 'LOC', 'score': 0.99990153, 'word': 'Xiangya Hospital', 'start': 29, 'end': 45}","{'entity_group': 'ORG', 'score': 0.9956396, 'word': 'Central South University', 'start': 47, 'end': 71}","{'entity_group': 'LOC', 'score': 0.99998605, 'word': 'Changsha', 'start': 73, 'end': 81}","{'entity_group': 'LOC', 'score': 0.99998283, 'word': 'Hunan', 'start': 83, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99999475, 'word': 'China', 'start': 90, 'end': 95}",,,,,,,,,
"Mount Sinai Clinical Intelligence Cente, Icahn School of Medicine at Mount Sinai, New York, New York.","{'entity_group': 'ORG', 'score': 0.9973382, 'word': 'Mount Sinai Clinical Intelligence Cente', 'start': 0, 'end': 39}","{'entity_group': 'LOC', 'score': 0.75068206, 'word': 'Icahn School of Medicine', 'start': 41, 'end': 65}","{'entity_group': 'LOC', 'score': 0.99995756, 'word': 'Mount Sinai', 'start': 69, 'end': 80}","{'entity_group': 'LOC', 'score': 0.99998903, 'word': 'New York', 'start': 82, 'end': 90}","{'entity_group': 'LOC', 'score': 0.99996924, 'word': 'New York', 'start': 92, 'end': 100}",,,,,,,,,,
"Department of Statistics, Shahjalal University of Science and Technology, Sylhet-3411, Bangladesh.","{'entity_group': 'ORG', 'score': 0.99997914, 'word': 'Department of Statistics', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.9999416, 'word': 'Shahjalal University of Science and Technology', 'start': 26, 'end': 72}","{'entity_group': 'LOC', 'score': 0.9998172, 'word': 'Sylhet', 'start': 74, 'end': 80}","{'entity_group': 'LOC', 'score': 0.99999547, 'word': 'Bangladesh', 'start': 87, 'end': 97}","{'entity_group': 'ORG', 'score': 0.6438485, 'word': '.', 'start': 97, 'end': 98}",,,,,,,,,,
"Section of Cardiology, Michael E. DeBakey Veterans Affairs Medical Center, Houston, Texas.","{'entity_group': 'LOC', 'score': 0.6458117, 'word': 'Michael', 'start': 23, 'end': 30}","{'entity_group': 'ORG', 'score': 0.580549, 'word': 'E. De', 'start': 31, 'end': 36}","{'entity_group': 'LOC', 'score': 0.57506007, 'word': 'Bakey Veterans', 'start': 36, 'end': 50}","{'entity_group': 'ORG', 'score': 0.538648, 'word': 'Affairs', 'start': 51, 'end': 58}","{'entity_group': 'LOC', 'score': 0.79163, 'word': 'Medical Center', 'start': 59, 'end': 73}","{'entity_group': 'LOC', 'score': 0.99992514, 'word': 'Houston', 'start': 75, 'end': 82}","{'entity_group': 'LOC', 'score': 0.9999856, 'word': 'Texas', 'start': 84, 'end': 89}",,,,,,,,
