,Unnamed: 0,ORG_SET,LOC_SET
3449,"Renal-Electrolyte and Hypertension Division, University of Pennsylvania Perelman School of Medicine, Philadelphia, Pennsylvania, USA","{'University of Pennsylvania Perelman', 'Renal-Electrolyte and Hypertension Division'}","{'Pennsylvania', 'USA', 'Philadelphia', 'School', 'Medicine'}"
3450,"Children's of Alabama, Birmingham, Alabama, USA.","{""Children's of Alabama""}","{'Birmingham', 'USA', 'Alabama'}"
3451,"Departments of Pediatrics and Pathology, Case Western Reserve University, Cleveland, OH.","{'Pediatrics', 'Department', 'Case Western Reserve University', 'Pathology'}","{'Cleveland', 'OH'}"
3452,"Center for Statistics in Medicine, NDORMS, Botnar Research Center, University of Oxford, Oxford, United Kingdom.","{'NDORMS', 'Center for Statistics in Medicine', 'University of Oxford', 'Botnar Research Center'}","{'United Kingdom', 'Oxford'}"
3453,"Division of Nephrology and Immunology, RWTH University Hospital Aachen, Aachen, Germany.","{'Division of Nephrology and Immunology', 'RWTH University'}","{'Germany', 'Aachen', 'Hospital Aachen'}"
3454,"School of Nursing, University of Northern Colorado, Greeley, Colorado, USA.","{'University of Northern Colorado', 'School of Nursing'}","{'Colorado', 'Greeley', 'USA'}"
3455,"Department of Nephrology, Tongji Hospital, Tongji Medical College of Huazhong University of science & Technology, Wuhan, China.","{'Nephrology', 'Huazhong University of science & Technology'}","{'Tongji Medical College', 'Tongji Hospital', 'China', 'Wuhan'}"
3456,"Renal, Dialysis and Transplant Unit, Department of Emergency and Organ Transplantation, University of Bari, Bari, Italy.","{'Renal, Dialysis and Transplant Unit', 'Department of Emergency and Organ Transplantation', 'University of Bari'}","{'Bari', 'Italy'}"
3457,"Johns Hopkins School of Nursing, Baltimore, Maryland, USA.","{'of', 'John'}","{'USA', 's Hopkins School', 'Baltimore', 'Nursing', 'Maryland'}"
3458,"""Spirito Santo"" Hospital of Pescara, Pediatric Surgery of ""G. d'Annunzio"" University of Chieti-Pescara, Chieti, Italy.","{'University of Chi', ""G. d'Annunzio"", '-P'}","{'Chieti', 'Spirito Santo', 'Hospital of Pescara', 'Italy', 'escara', 'eti'}"
3459,"Laboratory of Applied Precision Omics (APO),National Heart,Lung and Blood Institute (NHLBI),National Institutes of Health,Bethesda,Maryland,USA","{'NHLBI', 'APO', 'Laboratory of Applied Precision Omics', 'National Institutes of Health', 'National Heart,Lung and Blood Institute'}","{'Maryland', 'Bethesda', 'USA'}"
3460,"Department of Nephrology, Hospital del Mar, Barcelona, Spain.",{'Department of Nephrology'},"{'Hospital del Mar', 'Barcelona', 'Spain'}"
3461,"Genomics Unit, Sheba Cancer Research Center, Sheba Medical Center, Tel-Hashomer, Israel",{'Cancer Research'},"{'Center', 'Tel-Hashomer', 'Sheba Medical Center', 'Sheba', 'Israel'}"
3462,"Clinical Epidemiology Unit, CHU Toulouse, Toulouse, France.","{'Clinical Epidemiology Unit', 'CHU Toulouse'}","{'France', 'Toulouse'}"
3463,"Department of Surgery, Universitets Hospital Zurich, Zurich, Switzerland.",set(),"{'Universitets Hospital Zurich', 'Switzerland', 'Zurich'}"
3464,"Integris Baptist Medical Center, Transplant Division, Oklahoma City, Oklahoma, USA.",{'Integris Baptist'},"{'Medical Center', 'Oklahoma City', 'Oklahoma', 'USA'}"
3465,"Center for Individualized Medicine, Mayo Clinic, Rochester, MN.","{'Mayo Clinic', 'Center for Individualized Medicine'}","{'MN', 'Rochester'}"
3466,"Department of Renal Medicine, Royal North Shore Hospital, New South Wales, Australia.",{'Department of Renal Medicine'},"{'New South Wales', 'Royal North Shore Hospital', 'Australia'}"
3467,"Institute of Heart Diseases, Wrocław Medical University, and Institute of Heart Diseases, University Hospital, Wrocław, Poland.","{'Institute of Heart Diseases', 'Wrocław Medical University'}","{'Poland', 'University Hospital', 'Wrocław'}"
3468,"Department of Internal Medicine, Seoul National University Hospital Seoul, Korea",{'Internal Medicine'},"{'Korea', 'Seoul National University Hospital Seoul'}"
3469,"Section of Nephrology & Hypertension, LSU Health New Orleans School of Medicine, New Orleans, Louisiana.","{'Section of Nephrology & Hypertension', 'LSU Health'}","{'New Orleans', 'New Orleans School', 'Louisiana', 'Medicine'}"
3470,"Medical University of South Carolina, Charleston, South Carolina.",{'Medical University of South Carolina'},"{'South Carolina', 'Charleston'}"
3471,"Department of cardiac surgery, La Pitié-Salpêtrière Hospital, Assistance Publique des Hôpitaux de Paris (APHP), Sorbonne University Medical School, Paris France.","{'APHP', 'Assistance Publique des Hôpitaux de Paris', 'Sor'}","{'La Pitié-Salpêtrière Hospital', 'Paris France', 'bonne University Medical School'}"
3472,"Division of Pediatric Nephrology, Hospital for Sick Children, Toronto, Ontario, Canada.","{'Nephrology', 'Pediatri'}","{'Ontario', 'Hospital for Sick Children', 'Canada', 'Toronto'}"
3473,"Division of Nephrology, VA New York Harbor Healthcare System, New York, New York.",{'Division of Nephrology'},"{'New York', 'VA New York Harbor Healthcare System'}"
3474,"Department of Medicine, Division of Nephrology, Tufts Medical Center, Boston, Massachusetts.","{'Department of Medicine', 'Division of Nephrology'}","{'Boston', 'Tufts Medical Center', 'Massachusetts'}"
3475,"Department of Nephrology and Medical Intensive Care, Charité-Universitätsmedizin Berlin, Berlin, Germany.","{'Department of Nephrology and Medical Intensive Care', 'Charité-Universitätsmedizin Berlin'}","{'Germany', 'Berlin'}"
3476,"Department of Nephrology, XinHua Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China.","{'Nephrology', 'of', 'Department', 'Shanghai Jiao Tong University'}","{'Shanghai', 'XinHua Hospital', 'School', 'China', 'Medicine'}"
3477,"NHS Blood and Transplant Oxford Centre, John Radcliffe Hospital, Oxford, United Kingdom.",{'NHS Blood and Transplant Oxford Centre'},"{'John Radcliffe Hospital', 'United Kingdom', 'Oxford'}"
3478,"Department of Surgery, Stanford University School of Medicine, Palo Alto, California, USA.","{'Department of Surgery', 'Stanford University'}","{'California', 'School of Medicine', 'USA', 'Palo Alto'}"
3479,"Pneumology, Adult Cystic Fibrosis Center and Lung Transplantation Department, Foch Hospital, Suresnes, France.","{'Adult Cystic Fibrosis Center', 'Lung Transplant', 'Department'}","{'France', 'Foch Hospital', 'Suresnes'}"
3480,"Tessyoukai Kameda Family Clinic Tateyama, Chiba, Japan.",{'Tessyoukai Kameda Family Clinic'},"{'Tateyama', 'Chiba', 'Japan'}"
3481,"Toronto Lung Transplant Program, Toronto General Hospital, University Health Network, Toronto, Canada. Electronic address: stephen.juvet@uhn.ca.","{'Toronto Lung Transplant Program', 'uhn', 'ca', 'University Health Network'}","{'Toronto General Hospital', 'Canada', 'Toronto'}"
3482,"Duke Clinical Research Institute, School of Medicine, Duke University, Durham, North Carolina.","{'School of Medicine', 'Duke Clinical Research Institute', 'Duke University'}","{'North Carolina', 'Durham'}"
3483,"Children's Hospital of Pittsburgh of UPMC, Pittsburgh, Pennsylvania, USA","{""'"", 'UPMC'}","{'Children', 'Pittsburgh', 'Pennsylvania', 'USA', 's Hospital of Pittsburgh'}"
3484,"Department of Surgery, University of Iowa Carver College of Medicine, Iowa City, Iowa, USA.","{'University of Iowa Carver College of Medicine', 'Department'}","{'Iowa', 'Iowa City', 'USA'}"
3485,"Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada.","{'Temerty Faculty of Medicine', 'University of Toronto'}","{'Ontario', 'Canada', 'Toronto'}"
3486,"Department of Nephrology, Choithram Hospital and Research Center, Indore, Madhya Pradesh, India.",{'Department of Nephrology'},"{'Indore', 'Madhya Pradesh', 'India', 'Choithram Hospital and Research Center'}"
3487,"Division of Nephrology, Vanderbilt University Medical Center, Nashville, Tennessee.",{'Division of Nephrology'},"{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center'}"
3488,"Institute of Liver Diseases, King's College Hospital, London, United Kingdom.",{'Institute of Liver Diseases'},"{""King's College Hospital"", 'London', 'United Kingdom'}"
3489,"Division of Nephrology and Hypertension , Mayo Clinic , Rochester, Minnesota.","{'Mayo Clinic', 'Division of Nephrology and Hypertension'}","{'Minnesota', 'Rochester'}"
3490,"Department of Pediatrics, FMS in Zabrze, Medical University of Silesia, Katowice, Poland.","{'Medical University of Silesia', 'FMS in', 'Department of Pediatrics'}","{'Poland', 'Zabrze', 'Katowice'}"
3491,"Hunan Clinical Research Center of Ophthalmic Disease, Changsha, Hunan, China. Electronic address: yanhe6416@csu.edu.cn.","{'edu', 'Hunan Clinical Research Center of Ophthalmic Disease', 'csu', 'cn'}","{'Changsha', 'Hunan', 'China'}"
3492,"Department of Nephrology, Medanta Institute of Kidney and Urology, Medanta-The Medicity, Gurugram, Haryana, India.","{'Department of Nephrology', 'Medanta Institute of Kidney and Urology'}","{'Medanta-The Medicity', 'India', 'Gurugram', 'Haryana'}"
3493,"Department of Nephrology, Toulouse University Hospital, Toulouse, France.",{'Department of Nephrology'},"{'France', 'Toulouse', 'Toulouse University Hospital'}"
3494,"Working Committee for Hospital Epidemiology and Infection Control, University of São Paulo School of Medicine Hospital das Clínicas, São Paulo, Brazil.","{'Working Committee for Hospital Epidemiology and Infection Control', 'University of São Paulo School of Medicine'}","{'Brazil', 'São Paulo', 'Hospital das Clínicas'}"
3495,"Center for Clinical Epidemiology and Biostatistics, University of Pennsylvania, Philadelphia, Pennsylvania, USA. Electronic address: Vishnu.potluri@pennmedicine.upenn.edu.","{'Center for Clinical Epidemiology and Biostatistics', 'upenn.edu.', 'University of Pennsylvania'}","{'Philadelphia', 'Pennsylvania', 'USA'}"
3496,"Peking University Institute of Nephrology, Beijing, China",{'Peking University Institute of Nephrology'},"{'Beijing', 'China'}"
3497,"Department of Nephrology, Hospital del Mar & Hospital del Mar Medical Research Institute (IMIM), Barcelona, Spain.","{'Hospital del Mar Medical Research Institute', 'Department of Nephrology', 'IMIM', 'Hospital del Mar'}","{'Barcelona', 'Spain'}"
3498,"First Faculty of Medicine, Charles University, Prague, Czech Republic.","{'First Faculty of Medicine', 'Charles University'}","{'Czech Republic', 'Prague'}"
3499,"Department of Surgery, Ain Shams University, Cairo, Egypt.","{'Surgery', 'Department', 'Ain Shams University'}","{'Egypt', 'Cairo'}"
3500,"VA San Diego Healthcare System and UC San Diego Health, La Jolla, California.","{'VA San Diego Healthcare System', 'UC San Diego Health'}","{'California', 'La Jolla'}"
3501,"Section of Nephrology and Hypertension, Department of Medicine, Tulane University, New Orleans, Louisiana. Electronic address: falvarado@tulane.edu.","{'Department of Medicine', 'tulane.edu', 'Tulane University', 'Section of Nephrology and Hypertension'}","{'New Orleans', 'Louisiana'}"
3502,"Australian National Liver Transplantation Unit, Royal Prince Alfred Hospital and Faculty of Medicine and Health, The University of Sydney, Sydney, NSW, Australia.","{'Faculty of Medicine and Health', 'The University of Sydney', 'Australian National Liver Transplantation Unit'}","{'Australia', 'NSW', 'Royal Prince Alfred Hospital', 'Sydney'}"
3503,"Division of Nephrology, Tulane University, New Orleans, Louisiana.","{'Division of Nephrology', 'Tulane University'}","{'New Orleans', 'Louisiana'}"
3504,"Department of Surgery, University of Alberta, Edmonton, Alberta, Canada","{'University of Alberta', 'Department of Surgery'}","{'Alberta', 'Edmonton', 'Canada'}"
3505,"Statistics and Clinical Studies, NHS Blood and Transplant, Bristol, United Kingdom.","{'NHS Blood and Transplant', 'Statistics and Clinical Studies'}","{'Bristol', 'United Kingdom'}"
3506,"Division of Nephrology, Department of Internal Medicine, Allegheny General Hospital, Pittsburgh, Pennsylvania, USA.","{'Division of Nephrology', 'Department of Internal Medicine'}","{'Allegheny General Hospital', 'Pittsburgh', 'Pennsylvania', 'USA'}"
3507,"Department of Pathology, CHU - Hôtel Dieu, Nantes, France.","{'', 'Pathology', 'CHU'}","{'Nantes', 'France', 'Hôtel Dieu'}"
3508,"Renal and Pancreas Transplant Division, Cooperman Barnabas Medical Center, Livingston, New Jersey, USA.",{'Renal and Pancreas Transplant Division'},"{'New Jersey', 'Cooperman Barnabas Medical Center', 'Livingston', 'USA'}"
3509,"Division of Nephrology, Department of Medicine, University of Michigan, Ann Arbor, MI.","{'Division of Nephrology', 'Department of Medicine', 'University of Michigan'}","{'MI', 'Ann Arbor'}"
3510,"Department of Pediatrics, Cleveland Clinic Children's and Case Western Reserve University, Cleveland, Ohio.","{""Cleveland Clinic Children's and Case Western Reserve University"", 'Department of Pediatrics'}","{'Cleveland', 'Ohio'}"
3511,"Department of Nephrology, Investigation Institute of University Hospital ""12 de Octubre"" (imas12), Madrid, Spain.","{'', 'Department of Nephrology', 'Investigation Institute of University Hospital', 'imas12)'}","{'12 de', 'Madrid', 'Spain', 'Octubre'}"
3512,"Department of General Pediatrics, Adolescent Medicine and Neonatology, Medical Center - University of Freiburg, Faculty of Medicine, University of Freiburg, Germany.","{'University of Freiburg', 'Department of General Pediatrics, Adolescent Medicine and Neonatology', 'Faculty of Medicine'}",{'Germany'}
3513,"Division of Neurology, Department of Medicine, University of Toronto, Toronto, Ontario, Canada.","{'Department of Medicine', 'Division of Neurology', 'University of Toronto'}","{'Ontario', 'Canada', 'Toronto'}"
3514,"Department of Medicine, University of Michigan School of Medicine, Ann Arbor, MI, USA.","{'Department of Medicine', 'University of Michigan School of'}","{'MI', 'USA', 'Ann Arbor', 'Medicine'}"
3515,"Department of Anesthesia, University of California San Diego, San Diego, California, USA.","{'Department of Anesthesia', 'University of California San Diego'}","{'California', 'San Diego', 'USA'}"
3516,"Division of Gastroenterology and Hepatology, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA","{'Department of Medicine', 'University of Pennsylvania', 'Division of Gastroenterology and Hepatology'}","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine', 'USA'}"
3517,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland","{'Department of Epidemiology', 'Johns Hopkins Bloomberg'}","{'Maryland', 'School of Public Health', 'Baltimore'}"
