,aff,parent
3454,"Centro de Investigación Biomédica en Red de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, Madrid, Spain.",Instituto de Salud Carlos III]ES
3455,"Coordinación Autonómica de Trasplantes de Andalucía, Servicio Andaluz de Salud, Sevilla, Spain.",Coordinación Autonómica de Trasplantes de Andalucía]ES
3456,"Genomic Systems, Paterna, Valencia, Spain.",Genomic Systems Inc]ES
3457,"Clinical Unit of Microbiology, Reina Sofía University Hospital, Cordoba, Spain.",University of Cordoba]ES
3458,"Department of Nephrology, Hospital del Mar, Barcelona, Spain.",Pompeu Fabra University]ES
3459,"Department of Nephrology, Hospital del Mar & Hospital del Mar Medical Research Institute (IMIM), Barcelona, Spain.",Pompeu Fabra University]ES
3460,"Department of Nephrology, Investigation Institute of University Hospital ""12 de Octubre"" (imas12), Madrid, Spain.",Complutense University of Madrid]ES
3461,"Department of Oral and Maxillofacial Surgery, Virgen del Rocio University Hospital, University of Seville, Seville, Spain.",University of Seville]ES
3462,"Department of Infectious Diseases, Marqués de Valdecilla University Hospital, University of Cantabria, Santander, Spain.",University of Cantabria]ES
3463,"Centro de Investigación Biomédica en Red en Enfermedades Cardiovasculares, Madrid, Spain.",Instituto de Salud Carlos III]ES
3464,"Department of Medicine, School of Medicine, Universidad Complutense, Madrid, Spain.",Complutense University of Madrid]ES
3465,"Unit of Infectious Diseases, Hospital Universitario Puerta de Hierro-Majadahonda, Instituto de Investigación Sanitaria Puerta de Hierro-Segovia de Arana, Majadahonda, Spain.",Autonomous University of Madrid]ES
3466,"Department of Microbiology, Hospital Clínico Universitario, Instituto de Investigación Sanitaria INCLIVA, Valencia, Spain.",University of Valencia]ES
3467,"Liver Unit, Ciberehd, Instituto de Investigación Sanitaria La Fe, Hospital Universitario y Politécnico La Fe, Universidad Valencia, Valencia, Spain.",University of Valencia]ES
3468,"Unidad de Criobiología-Establecimiento de Tejidos, Complejo Hospitalario Universitario A Coruña, A Coruña, Spain.",University of La Coruña]ES
3469,"Department ofLiver Transplantation, General University Gregorio Marañón Hospital, Madrid, Spain. Electronic address: msalce01@ucm.es.",Complutense University of Madrid]ES
3470,"Translational Research and Innovation in General Surgery (GITIC), Instituto de Investigación Hospital Universitario La Paz (IdiPAZ), Madrid, Spain.",Autonomous University of Madrid]ES
3471,"Hepatología y Trasplante Hepático, Servicio de Medicina Digestiva, Hospital Universitario y Politécnico La Fe, Valencia, Spain.",University of Valencia]ES
3472,"Clinical and Translational Research in Cardiology Unit, Health Research Institute Hospital La Fe (IIS La Fe), Valencia, Spain.",University of Valencia]ES
3473,"Pediatric Anesthesiology Department, La Paz University Hospital, Madrid, Spain.",Autonomous University of Madrid]ES
3474,"Organización Nacional de Trasplantes, Madrid, Spain.",Organización Nacional de Trasplantes]ES
3475,"Maimonides Biomedical Research Institute of Cordoba (IMIBIC), University of Cordoba, Reina Sofía University Hospital, Cordoba, Spain.",University of Cordoba]ES
3476,"Department of Pediatric Nephrology, University Hospital Vall d'Hebron, Barcelona, Spain.",Autonomous University of Barcelona]ES
3477,"Department of Nephrology, Investigation Institute of University Hospital ""12 de Octubre"" (imas12), Madrid, Spain",Complutense University of Madrid]ES
3478,"Department of Pathology, Medical School, Universidad Complutense, University Hospital ""12 de Octubre"" (imas12), CIBERONC, Madrid, Spain.",Complutense University of Madrid]ES
3479,"Thoracic Surgery, Lung Transplant Unit, Marqués de Valdecilla University Hospital, ERN-LUNG (European Reference Network on Rare Respiratory Diseases), Santander, Cantabria, Spain.",University of Cantabria]ES
3480,"Vall d'Hebron Institut de Recerca (VHIR), Vall d'Hebron Barcelona, Spain.",Autonomous University of Barcelona]ES
3481,"Department of Pharmacy, Hospital Universitario Marqués de Valdecilla, Instituto de Investigación Marqués de Valdecilla, Santander, Spain.",University of Cantabria]ES
3482,"Department of Nephrology, Kovai Medical Center and Hospital, Coimbatore, Tamil Nadu, India.",Kovai Ltd]IN
3483,"Department of Nephrology, VPS Lakeshore Hospital, Kochi, Kerala, India.",VPS Health Ltd]IN
3484,"The Institute of Liver Disease and Transplantation, Dr Rela Institute, and Medical Centre, Bharath Institute of Higher Education and Research, Chennai, Tamil Nadu, India.",Bharath University]IN
3485,"Institute of Liver Disease, HPB Surgery and Rransplant, Global Hospitals, Mumbai, India.",Global Hospitals Inc]IN
3486,"Department of Nephrology, Max Super Specialty Hospital, Mohali, India.",Max Health Inc]IN
3487,"Department of Nephrology and Clinical Transplantation, Institute of Kidney Diseases and Research Centre, Dr HL Trivedi Institute of Transplantation Sciences, Ahmedabad, Gujarat, India.",Gujarat University of Transplantation Sciences]IN
3488,"Department of GI, HPB & Multi-Organ Transplant, Rajagiri Hospitals, Kochi, India.",Rajagiri Group Ltd]IN
3489,"Department of Gastrointestinal Surgery and Solid Organ Transplantation, Amrita Institute of Medical Sciences, Kochi, India.",Amrita University]IN
3490,"Department of Nephrology, Aditya Birla Memorial Hospital, Chinchwad, Pune, Maharashtra, India.",Aditya Birla Group Ltd]IN
3491,"Aster CMI Hospital, Bengaluru, India.",Aster Health Ltd]IN
3492,"Department of Hepatology, Institute of Liver and Biliary Sciences, New Delhi, India.",ILBS]IN
3493,"Medanta Institute of Liver Transplantation and Regenerative Medicine, Medanta-The Medicity, New Delhi, India.",Medanta Ltd]IN
3494,"Department of Hepatology, Institute of Liver Disease, HPB Surgery and Transplant, Global Hospitals, Mumbai, India.",Global Hospitals Inc]IN
3495,"Prasanna School of Public Health, Manipal Academy of Higher Education, Manipal, India.",MAHE]IN
3496,"Department of Nephrology, KIMS Hospital Anayara, Thiruvananthapuram, Kerala, India.",KIMS Ltd]IN
3497,"Department of Nephrology, BGS Global Hospital, Bengaluru, Karnataka, India.",Global Hospitals Inc]IN
3498,"Department of Nephrology, Sir Ganga Ram Hospital, Delhi, India.",Sir Ganga Ram Hospital]IN
3499,"Institute of Liver Disease and Transplantation, Gleneagles Global Health City, Chennai, India.",Global Hospitals Inc]IN
3500,"Department of Nephrology, Jaypee Hospital, Noida, India.",Jaypee Health Ltd]IN
3501,"Department of Nephrology, Rabindranath Tagore International Institute of Cardiac Sciences (RNTIICS), Kolkata, West Bengal, India.",Narayana Health Ltd]IN
3502,"Department of Hepatology and Liver Transplantation, Yashoda Hospitals, Secunderabad, Hyderabad, Telangana, India.",Yashoda Hospitals Ltd]IN
3503,"The Institute of Liver Disease and Transplantation, Dr Rela Institute and Medical Centre, Chennai, India.",Dr. Rela Institute]IN
3504,"Department of Nephrology, MIT Hospital and Research Institute, Aurangabad, Maharashtra, India.",MIT Group]IN
3505,"Department of Nephrology, Zydus Hospitals, Ahmedabad, Gujarat, India.",Zydus Hospitals Ltd]IN
3506,"Department of Nephrology and Transplant Medicine, Epitome Kidney and Urology Institute, Epitome Hospital, New Delhi, India.",Epitome Hospitals Ltd]IN
3507,"Centre of Liver and Biliary Sciences, Centre of Gastroenterology, Hepatology and Endoscopy, Max Super Specialty Hospital, New Delhi, India.",Max Health Inc]IN
3508,"Department of Surgery, Integrated Liver Care Aster CMI Hospital, Bangalore, India.",Aster Health Ltd]IN
3509,"Department of Nephrology, Jaslok Hospital and Research Centre, Mumbai, Maharashtra, India.",Jaslok Hospital Ltd]IN
3510,"Department of HPB Surgery and Liver Transplantation, Yashoda Hospitals, Secunderabad, Hyderabad, Telangana, India.",Yashoda Hospitals Ltd]IN
3511,"Department of Liver Transplant and Hepato-Pancreato-Biliary Surgery, Institute of Liver and Biliary Sciences, Vasant Kunj, New Delhi, India.",ILBS]IN
3512,"Institute of Liver Disease, HPB Surgery and Transplant, Global Hospitals, Mumbai, India.",Global Hospitals Inc]IN
3513,"Department of Nephrology, Gujarat Kidney Foundation, Ahmedabad, India.",Gujarat Kidney Foundation]IN
3514,"The George Institute for Global Health, New Delhi, India",George Institute]IN
3515,"Department of Anesthesiology, Amrita Hospital, Kochi, India.",Amrita University]IN
3516,"Department of Anesthesiology and Critical Care, Max Super Speciality Hospital, Saket, New Delhi, India.",Max Health Inc]IN
3517,"Department of Nephrology, Institute of Kidney Diseases and Research Center, Dr H.L. Trivedi Institute of Transplantation Sciences (IKDRC-ITS), Ahmedabad, Gujarat, India.",Gujarat University of Transplantation Sciences]IN
3518,"Institute of Liver Disease and Transplantation, Dr Rela Institute and Medical Centre, Bharath Institute of Higher Education and Research, Chennai, India.",Bharath University]IN
3519,"The Institute of Liver Disease and Transplantation, Dr Rela Institute, and Medical Centre, Chennai, Tamil Nadu, India.",Dr. Rela Institute]IN
3520,"Department of Renal Transplant Surgery, Postgraduate Institute of Medical Education and Research, Chandigarh, India.",PGIMER]IN
3521,"Department of HPB Surgery and Liver Transplantation, Fortis Group of Hospitals, New Delhi, India.",Fortis Health Ltd]IN
3522,"Department of Nephrology, Aster MIMS Hospital, Kozhikode, Kerala, India.",Aster Health Ltd]IN
3523,"Liver Transplant and Hepato-Pancreatobiliary Surgery Unit (LTHPS), Indraprastha Apollo Hospital, New Delhi, India.",Apollo Hospitals Ltd]IN
3524,"Department of Pediatrics, N. R. S. Medical College & Hospital, Kolkata, India.",NRS Medical College]IN
3525,"Institute of Liver Transplantation and Regenerative Medicine, Medanta-the Medicity, New Delhi, India.",Medanta Ltd]IN
3526,"Department of Nephrology, Muljibhai Patel Urological Hospital, Nadiad, Gujarat, India.",Muljibhai Patel Urological Hospital]IN
3527,"Department of Nephrology, Manipal Hospital, Bangalore, India.",Manipal Hospitals Ltd]IN
3528,"Division of Clinical Research and Training, St. John's Research Institute, Bengaluru, India.",St John's Medical College]IN
3529,"Department of Nephrology, Choithram Hospital and Research Center, Indore, Madhya Pradesh, India.",Choithram International Ltd]IN
3530,"Department of Nephrology, Medanta Institute of Kidney and Urology, Medanta-The Medicity, Gurugram, Haryana, India.",Medanta Ltd]IN
3531,"Department of Renal Pathology & Electron Microscopy, Dr Lal Path Labs, New Delhi, India.",Dr Lal PathLabs Ltd]IN
3532,"Department of Nephrology, Amrita Hospitals, Faridabad, Delhi, India.",Amrita University]IN
3533,"Max Centre for Liver and Biliary Sciences, Max Saket Hospital, New Delhi, India.",Max Health Inc]IN
3534,"Department of Nephrology, IQRAA International Hospital and Research Centre, Kozhikode, Kerala, India.",IQRAA]IN
3535,"Department of Critical Care Medicine, Apollo Hospitals, Chennai, India.",Apollo Hospitals Ltd]IN
3536,"Department of Gastroenterology, Seth GS Medical College and KEM Hospital, Mumbai, India.",Maharashtra University of Health Sciences]IN
3537,"Department of Nephrology, Bansal Hospital Bhopal, Madhya Pradesh, India.",Bansal Group Ltd]IN
3538,"Department of Nephrology, Mahatma Gandhi Medical College & Hospital, Jaipur, Rajasthan, India.",Mahatma Gandhi Medical College]IN
3539,"Institute of Liver Disease, HPB Surgery and Transplant, Global Hospital, Mumbai, Maharashtra, India.",Global Hospitals Inc]IN
3540,"The Institute of Liver Disease and Transplantation, Dr. Rela Institute and Medical Centre, and Bharath Institute of Higher Education and Research, Chennai, India.",Bharath University]IN
3541,"Medanta Institute of Liver Transplantation and Regenerative Medicine, Medanta-The Medicity, Delhi, NCR, India.",Medanta Ltd]IN
3542,"Institute of Child Health, Kolkata, India.",WBUHS]IN
3543,"Project Management Department, Sanwa Kagaku Kenkyusho Co., Ltd., Nagoya, Japan.","Sanwa Kagaku Kenkyusho Co., Ltd]JP"
3544,"Department of Inter-Organ Communication Research in Kidney Diseases, Osaka University Graduate School of Medicine, Suita, Osaka, Japan.",Osaka University]JP
3545,"Department of Urology, Osaka Medical and Pharmaceutical University, Takatsuki, Osaka, Japan.",Osaka Medical and Pharmaceutical University]JP
3546,"Department of Nephrology, Osaka University Graduate School of Medicine, Osaka, Japan.",Osaka University]JP
3547,"Department of Pediatric Nephrology, Tokyo Women's Medical University, Tokyo, Japan.",Tokyo Women's Medical University]JP
3548,"Department of Surgery, Shinshu University, Japan.",Shinshu University]JP
3549,"Okinawa Heart and Renal Association, Okinawa, Japan.",Okinawa Heart and Renal Association]JP
3550,"Clinical Development Department, Sanwa Kagaku Kenkyusho Co., Ltd., Nagoya, Japan.","Sanwa Kagaku Kenkyusho Co., Ltd]JP"
3551,"Division of Nephrology, Endocrinology, and Metabolism, Department of Internal Medicine, Tokai University School of Medicine, Kanagawa, Japan.",Tokai University]JP
3552,"Department of Urology, Juntendo University Graduate School of Medicine, Tokyo, Japan.",Juntendo University]JP
3553,"Department of Nephrology and Laboratory Medicine, Kanazawa University, Kanazawa, Japan.",Kanazawa University]JP
3554,"Department of Surgery and Science, Kyushu University, Fukuoka, Japan.",Kyushu University]JP
3555,"Department of Urology, Osaka Medical and Pharmaceutical University, Osaka, Japan.",Osaka Medical and Pharmaceutical University]JP
3556,"Department of Nephrology, Tokyo Women's Medical University, Tokyo, Japan.",Tokyo Women's Medical University]JP
3557,"Department of Nephrology, Graduate School of Medicine, Osaka University, Osaka, Japan.",Osaka University]JP
3558,"Hamamatsu Rosai Hospital, Hamamatsu, Shizuoka, Japan.",Japan Organization of Occupational Health and Safety]JP
3559,"Department of Surgery, Graduate School of Biomedical Sciences, Nagasaki University, Nagasaki, Japan.",Nagasaki University]JP
3560,"Division of Immunobiology, Institute for Genetic Medicine, Hokkaido University, Sapporo, Hokkaido, Japan. Electronic address: seino@igm.hokudai.ac.jp.",Hokkaido University]JP
3561,"Department of Surgery, Centennial Hall Kyushu University School of Medicine, Kyushu, Japan.",Kyushu University]JP
3562,"Department of Cardiovascular Surgery, Sapporo Medical University, Sapporo, Japan",Sapporo Medical University]JP
3563,"Division of Nephrology, Department of Internal Medicine, Showa University Fujigaoka Hospital, Yokohama, Japan.",Showa University]JP
3564,"Department of Nephrology, Kameda Medical Center, Chiba, Japan.",Kameda Medical Center]JP
